Senator,Party,Organization,Total,PACs,Individuals
"Toomey, Pat",(R),Northwestern Mutual,32975,21500,11475
"Toomey, Pat",(R),Abbott Laboratories,32604,31019,1585
"Toomey, Pat",(R),AegisPAC,32500,0,32500
"Toomey, Pat",(R),KPMG LLP,32000,30500,1500
"Toomey, Pat",(R),Carlyle Group,31550,3000,28550
"Toomey, Pat",(R),National Assn of Real Estate Investment Trusts,31500,31500,0
"Toomey, Pat",(R),TCF Financial,31500,17500,14000
"Toomey, Pat",(R),Jones Day,31250,0,31250
"Toomey, Pat",(R),Madison Dearborn Partners,30300,0,30300
"Toomey, Pat",(R),Rothman Institute,30200,5400,24800
"Toomey, Pat",(R),Woodbranch Investments,30000,0,30000
"Toomey, Pat",(R),AmerisourceBergen Corp,29500,12500,17000
"Toomey, Pat",(R),Independent Community Bankers of America,29000,29000,0
"Toomey, Pat",(R),American Financial Group,28900,0,28900
"Toomey, Pat",(R),"Faegre, Drinker et al",28855,11000,17855
"Toomey, Pat",(R),American Land Title Assn,28500,28500,0
"Toomey, Pat",(R),Rite Aid Corp,28500,5000,23500
"Toomey, Pat",(R),Otis Eastern,28225,0,28225
"Toomey, Pat",(R),Quicken Loans,27400,0,27400
"Toomey, Pat",(R),Ellwood Group,27250,0,27250
"Toomey, Pat",(R),SEI Investments,27100,0,27100
"Toomey, Pat",(R),Chubb INA,26800,26800,0
"Toomey, Pat",(R),Paul Hastings LLP,26700,23500,3200
"Toomey, Pat",(R),Humana Inc,26500,25000,1500
"Toomey, Pat",(R),Charles Schwab Corp,26100,13000,13100
"Toomey, Pat",(R),S&P Global,26000,14000,12000
"Toomey, Pat",(R),Tristate Capital Bank,25795,0,25795
"Toomey, Pat",(R),UPMC Health System,25548,0,25548
"Toomey, Pat",(R),Koch Inc,25400,20000,5400
"Toomey, Pat",(R),AFLAC Inc,25000,25000,0
"Toomey, Pat",(R),National Multifamily Housing Council,25000,25000,0
"Toomey, Pat",(R),Valero Energy,25000,25000,0
"Toomey, Pat",(R),CDL Nuclear Technologies,24700,0,24700
"Toomey, Pat",(R),Koch Industries,24600,16500,8100
"Toomey, Pat",(R),Bentley Systems,24550,-5000,29550
"Toomey, Pat",(R),Atlas Air Worldwide,24500,24500,0
"Toomey, Pat",(R),Merck & Co,24430,23000,1430
"Toomey, Pat",(R),Berkshire Hathaway,23906,16500,7406
"Toomey, Pat",(R),Google Inc,23900,17000,6900
"Tuberville, Tommy",(R),Hometown Lenders,76300,0,76300
"Tuberville, Tommy",(R),Club for Growth,67896,0,67896
"Tuberville, Tommy",(R),Drummond Co,46900,18000,28900
"Tuberville, Tommy",(R),National Republican Senatorial Cmte,44600,44600,0
"Tuberville, Tommy",(R),Collazo Enterprises,39010,0,39010
"Tuberville, Tommy",(R),Wellborn Cabinet,33000,0,33000
"Tuberville, Tommy",(R),Radiance Technologies,29500,8000,21500
"Tuberville, Tommy",(R),Long Brothers LLC,27592,0,27592
"Tuberville, Tommy",(R),Home Depot,26383,15000,11383
"Tuberville, Tommy",(R),Breland Homes,25900,0,25900
"Tuberville, Tommy",(R),Willbrook Solutions,24700,0,24700
"Tuberville, Tommy",(R),Broadway Group,23900,0,23900
"Tuberville, Tommy",(R),Great Southern Wood Preserving,23600,0,23600
"Tuberville, Tommy",(R),Auburn University,23410,0,23410
"Tuberville, Tommy",(R),Trivector Services,23100,0,23100
"Tuberville, Tommy",(R),Proshot Concrete,22600,0,22600
"Tuberville, Tommy",(R),Smith's Inc of Dothan,21800,0,21800
"Tuberville, Tommy",(R),Ona Atlanta,21600,0,21600
"Tuberville, Tommy",(R),Woodland Homes,20850,0,20850
"Tuberville, Tommy",(R),Alabama Farmers Federation,20000,20000,0
"Tuberville, Tommy",(R),"Beasley, Allen et al",20000,0,20000
"Tuberville, Tommy",(R),Best Auto Sales,20000,0,20000
"Tuberville, Tommy",(R),D&J Enterprises,19800,0,19800
"Tuberville, Tommy",(R),Medical Properties Trust,19800,0,19800
"Tuberville, Tommy",(R),Conference America,19600,0,19600
"Tuberville, Tommy",(R),HighPoint Holdings,19050,0,19050
"Tuberville, Tommy",(R),Kelly Seed Co,18800,0,18800
"Tuberville, Tommy",(R),Ascent Residential,18600,0,18600
"Tuberville, Tommy",(R),US Peanut PAC,18500,18500,0
"Tuberville, Tommy",(R),Monte Sano Research,18450,0,18450
"Tuberville, Tommy",(R),Brasfield & Gorrie,18350,0,18350
"Tuberville, Tommy",(R),Southern Co,17860,15000,2860
"Tuberville, Tommy",(R),Flora-Bama Lounge,17800,0,17800
"Tuberville, Tommy",(R),Telapex Inc,17600,7300,10300
"Tuberville, Tommy",(R),Smith'S,17400,0,17400
"Tuberville, Tommy",(R),Southern States Bank,17330,0,17330
"Tuberville, Tommy",(R),Nucor Corp,17275,6000,11275
"Tuberville, Tommy",(R),Brett Robinson Real Estate,16800,0,16800
"Tuberville, Tommy",(R),Econo-Med Inc,16800,0,16800
"Tuberville, Tommy",(R),Protective Life Corp,16800,10000,6800
"Tuberville, Tommy",(R),Southern Waste Systems,16800,0,16800
"Tuberville, Tommy",(R),Stephens Inc,16400,5000,11400
"Tuberville, Tommy",(R),Caterpillar Inc,16210,5000,11210
"Tuberville, Tommy",(R),Colormasters,16000,0,16000
"Tuberville, Tommy",(R),McVantage Companies,16000,0,16000
"Tuberville, Tommy",(R),Stone Martin Builders,16000,0,16000
"Tuberville, Tommy",(R),Pepsi Cola Bottling Decatur,15600,0,15600
"Tuberville, Tommy",(R),Reed Contracting,15600,0,15600
"Tuberville, Tommy",(R),Blue Cross/Blue Shield,15186,15000,186
"Tuberville, Tommy",(R),FedEx Corp,15015,5000,10015
"Tuberville, Tommy",(R),"Maynard, Cooper & Gale",15000,12500,2500
"Tuberville, Tommy",(R),Responsibility & Freedom Work PAC,15000,15000,0
"Tuberville, Tommy",(R),Saiia Construction,14650,0,14650
"Tuberville, Tommy",(R),Aaa Cooper Transportation,14300,0,14300
"Tuberville, Tommy",(R),Publix Super Markets,14200,2500,11700
"Tuberville, Tommy",(R),Jim Wilson & Assoc,14100,0,14100
"Tuberville, Tommy",(R),Teledyne Technologies,14100,0,14100
"Tuberville, Tommy",(R),Ballard Partners,14000,0,14000
"Tuberville, Tommy",(R),Espy Co,14000,0,14000
"Tuberville, Tommy",(R),Kellett Investment Corp,14000,0,14000
"Tuberville, Tommy",(R),Kent Companies,14000,0,14000
"Tuberville, Tommy",(R),Quantum Energy Partners,14000,0,14000
"Tuberville, Tommy",(R),Ray Keller Lumber & Logging,13920,0,13920
"Tuberville, Tommy",(R),Trideum Corp,13900,0,13900
"Tuberville, Tommy",(R),Colonial Co (Alabama),13700,0,13700
"Tuberville, Tommy",(R),Whitaker Contracting,13700,0,13700
"Tuberville, Tommy",(R),Mitchell Grocery,13600,0,13600
"Tuberville, Tommy",(R),Dese Research,13500,0,13500
"Tuberville, Tommy",(R),Scientific Research Corp,13500,0,13500
"Tuberville, Tommy",(R),Community Health Systems,13400,5000,8400
"Tuberville, Tommy",(R),Southern Risk Services LLC,13004,0,13004
"Tuberville, Tommy",(R),Five Stones Research,12800,0,12800
"Tuberville, Tommy",(R),American Peanut Shellers Assn,12500,12500,0
"Tuberville, Tommy",(R),J&A Inc,12500,0,12500
"Tuberville, Tommy",(R),National Cotton Council,12500,12500,0
"Tuberville, Tommy",(R),State of Alabama,12420,0,12420
"Tuberville, Tommy",(R),Edison Chouest Offshore,12400,0,12400
"Tuberville, Tommy",(R),Bradley,12250,10000,2250
"Tuberville, Tommy",(R),Lesco Logistics,12200,0,12200
"Tuberville, Tommy",(R),National Distributing Co,12200,0,12200
"Tuberville, Tommy",(R),"City of Mobile, AL",12150,0,12150
"Tuberville, Tommy",(R),S3 Inc,11900,0,11900
"Tuberville, Tommy",(R),Balch & Bingham,11800,6000,5800
"Tuberville, Tommy",(R),Columbiana Tractor LLC,11600,0,11600
"Tuberville, Tommy",(R),AGM Consulting Services,11400,0,11400
"Tuberville, Tommy",(R),University of Alabama,11205,0,11205
"Tuberville, Tommy",(R),4m Research,11200,0,11200
"Tuberville, Tommy",(R),Bob Loquercio Auto Group,11200,0,11200
"Tuberville, Tommy",(R),Brumleu Investments LP,11200,0,11200
"Tuberville, Tommy",(R),Continental Pacific LLC,11200,0,11200
"Tuberville, Tommy",(R),Crowne Management,11200,0,11200
"Tuberville, Tommy",(R),Electronic Supply Co,11200,0,11200
"Tuberville, Tommy",(R),Franklin L Haney Co,11200,0,11200
"Tuberville, Tommy",(R),Nelson Brothers LLC,11200,0,11200
"Tuberville, Tommy",(R),P&S Transportation,11200,0,11200
"Tuberville, Tommy",(R),Premier Kings,11200,0,11200
"Tuberville, Tommy",(R),Rdv Corp,11200,0,11200
"Tuberville, Tommy",(R),Sequoia Capital,11200,0,11200
"Tuberville, Tommy",(R),Signature Utility Services LLC,11200,0,11200
"Tuberville, Tommy",(R),Sparks Energy,11200,0,11200
"Warner, Mark",(D),Dominion Energy,143362,27389,115973
"Warner, Mark",(D),"Wachtell, Lipton et al",102466,0,102466
"Warner, Mark",(D),Norfolk Southern,97377,30000,67377
"Warner, Mark",(D),Apollo Global Management,94553,5000,89553
"Warner, Mark",(D),Amazon.com,93021,40000,53021
"Warner, Mark",(D),Altria Group,89930,40000,49930
"Warner, Mark",(D),Goldman Sachs,89800,35000,54800
"Warner, Mark",(D),Columbia Capital,86198,0,86198
"Warner, Mark",(D),General Atomics,82500,25000,57500
"Warner, Mark",(D),Sullivan & Cromwell,79490,0,79490
"Warner, Mark",(D),Deloitte LLP,76717,35000,41717
"Warner, Mark",(D),Huntington Ingalls Industries,75763,40000,35763
"Warner, Mark",(D),McGuireWoods LLP,74174,25000,49174
"Warner, Mark",(D),Vista Equity Partners,70450,0,70450
"Warner, Mark",(D),Comcast Corp,70330,40000,30330
"Warner, Mark",(D),JPMorgan Chase & Co,69093,35000,34093
"Warner, Mark",(D),Prudential Financial,68500,40000,28500
"Warner, Mark",(D),"Akin, Gump et al",64956,5024,59932
"Warner, Mark",(D),Aloha Partners,61900,0,61900
"Warner, Mark",(D),Genworth Financial,61120,10000,51120
"Warner, Mark",(D),Covington & Burling,57821,0,57821
"Warner, Mark",(D),Northrop Grumman,53629,38500,15129
"Warner, Mark",(D),Visa Inc,53450,16000,37450
"Warner, Mark",(D),CVS Health,52814,28500,24314
"Warner, Mark",(D),Hilton Worldwide,51620,26000,25620
"Warner, Mark",(D),Verizon Communications,51111,20500,30611
"Warner, Mark",(D),Microsoft Corp,50212,27500,22712
"Warner, Mark",(D),Bloomberg Lp,49710,0,49710
"Warner, Mark",(D),Blue Cross/Blue Shield,48775,38500,10275
"Warner, Mark",(D),"Brownstein, Hyatt et al",48760,16500,32260
"Warner, Mark",(D),MasterCard Inc,47605,10000,37605
"Warner, Mark",(D),UBS AG,46950,40000,6950
"Warner, Mark",(D),Morgan Stanley,46245,7500,38745
"Warner, Mark",(D),Capital Group Companies,46100,21000,25100
"Warner, Mark",(D),"Paul, Weiss et al",43545,0,43545
"Warner, Mark",(D),Truist Financial,43295,16000,27295
"Warner, Mark",(D),Abbott Laboratories,42450,37000,5450
"Warner, Mark",(D),New Enterprise Assoc,41200,0,41200
"Warner, Mark",(D),Honeywell International,40250,40000,250
"Warner, Mark",(D),National Multifamily Housing Council,40000,40000,0
"Warner, Mark",(D),Investment Co Institute,39000,37500,1500
"Warner, Mark",(D),"Newmark, Grubb et al",38800,0,38800
"Warner, Mark",(D),Blackstone Group,38735,0,38735
"Warner, Mark",(D),American Seniors Housing Assn,38500,38500,0
"Warner, Mark",(D),National Air Traffic Controllers Assn,38500,38500,0
"Warner, Mark",(D),General Dynamics,38058,24500,13558
"Warner, Mark",(D),National Assn of Realtors,38000,35000,3000
"Warner, Mark",(D),Lockheed Martin,37458,35000,2458
"Warner, Mark",(D),Weinstein Properties,37200,0,37200
"Warner, Mark",(D),Berkshire Hathaway,37193,30000,7193
"Warner, Mark",(D),Merck & Co,37050,32000,5050
"Warner, Mark",(D),Massachusetts Mutual Life Insurance,37013,37000,13
"Warner, Mark",(D),National Assn of Real Estate Investment Trusts,37000,36000,1000
"Warner, Mark",(D),PricewaterhouseCoopers,36835,33000,3835
"Warner, Mark",(D),New York Life Insurance,36800,30000,6800
"Warner, Mark",(D),Mortgage Bankers Assn,36792,35500,1292
"Warner, Mark",(D),NCTA The Internet & Television Assn,36600,27500,9100
"Warner, Mark",(D),Sunset Digital Communications,36200,0,36200
"Warner, Mark",(D),Ernst & Young,35630,30000,5630
"Warner, Mark",(D),Baupost Group,35600,0,35600
"Warner, Mark",(D),DLA Piper,35370,11500,23870
"Warner, Mark",(D),Leidos Inc,35129,21000,14129
"Warner, Mark",(D),Royal Bank of Canada,34800,10000,24800
"Warner, Mark",(D),Union Square Ventures,34800,0,34800
"Warner, Mark",(D),AT&T Inc,34774,31000,3774
"Warner, Mark",(D),Accenture,34630,10500,24130
"Warner, Mark",(D),Pinnacle West Capital,34550,20000,14550
"Warner, Mark",(D),Lone Pine Capital,34400,0,34400
"Warner, Mark",(D),Kaufman & Canoles,34325,0,34325
"Warner, Mark",(D),IBM Corp,33517,0,33517
"Warner, Mark",(D),Independent Community Bankers of America,33500,33500,0
"Warner, Mark",(D),"Kleiner, Perkins et al",33200,0,33200
"Warner, Mark",(D),Emerson Collective,33100,0,33100
"Warner, Mark",(D),Commonwealth of Virginia,32738,0,32738
"Warner, Mark",(D),Marjorie Roberts Pc,32438,0,32438
"Warner, Mark",(D),Tellurian Inc,32100,15000,17100
"Warner, Mark",(D),Monumental Sports & Entertainment,32000,0,32000
"Warner, Mark",(D),Corning Inc,31679,25500,6179
"Warner, Mark",(D),Sidley Austin LLP,31183,5000,26183
"Warner, Mark",(D),1st Financial Bank USA,30800,0,30800
"Warner, Mark",(D),Windem,30800,0,30800
"Warner, Mark",(D),BlackRock Inc,30500,10000,20500
"Warner, Mark",(D),Cheniere Energy,30400,12500,17900
"Warner, Mark",(D),American Bankers Assn,30388,27000,3388
"Warner, Mark",(D),US Senate,30298,0,30298
"Warner, Mark",(D),Generation Investment Management,30100,0,30100
"Warner, Mark",(D),Pfizer Inc,30025,30000,25
"Warner, Mark",(D),CSX Corp,30000,30000,0
"Warner, Mark",(D),General Atlantic,29900,0,29900
"Warner, Mark",(D),Reed Smith LLP,29650,10500,19150
"Warner, Mark",(D),Carlyle Group,29560,0,29560
"Warner, Mark",(D),JBG Smith,29500,0,29500
"Warner, Mark",(D),Morrison & Foerster,29350,0,29350
"Warner, Mark",(D),Google Inc,29347,4700,24647
"Warner, Mark",(D),"Wilbanks, Smith & Thomas Asset Management",29200,0,29200
"Warner, Mark",(D),Ruben Companies,29100,0,29100
"Warner, Mark",(D),Pragmatics Inc,29050,12700,16350
"Warner, Mark",(D),American Healthcare LLC,28988,0,28988
"Warner, Mark",(D),"Kellogg, Hansen et al",28850,0,28850
"Warner, Mark",(D),DaVita Inc,28521,25000,3521
"Warnock, Raphael",(D),Alphabet Inc,581858,0,581858
"Warnock, Raphael",(D),University of California,521898,0,521898
"Warnock, Raphael",(D),JStreetPAC,399297,0,399297
"Warnock, Raphael",(D),Microsoft Corp,293125,0,293125
"Warnock, Raphael",(D),Democracy Engine,240785,0,240785
"Warnock, Raphael",(D),Emory University,201322,0,201322
"Warnock, Raphael",(D),Apple Inc,200839,0,200839
"Warnock, Raphael",(D),US Government,188425,0,188425
"Warnock, Raphael",(D),Kaiser Permanente,182405,0,182405
"Warnock, Raphael",(D),Stanford University,170749,0,170749
"Warnock, Raphael",(D),US Dept of Health & Human Services,169610,0,169610
"Warnock, Raphael",(D),Amazon.com,159162,0,159162
"Warnock, Raphael",(D),Harvard University,149515,0,149515
"Warnock, Raphael",(D),University of Washington,138835,0,138835
"Warnock, Raphael",(D),State of California,134087,0,134087
"Warnock, Raphael",(D),IBM Corp,132704,0,132704
"Warnock, Raphael",(D),"Paul, Weiss et al",125076,0,125076
"Warnock, Raphael",(D),Walt Disney Co,123515,0,123515
"Warnock, Raphael",(D),Comcast Corp,119784,0,119784
"Warnock, Raphael",(D),Columbia University,118994,0,118994
"Warnock, Raphael",(D),University of Maryland,112020,0,112020
"Warnock, Raphael",(D),Warner Brothers Discovery,111426,0,111426
"Warnock, Raphael",(D),Meta,109032,0,109032
"Warnock, Raphael",(D),City University of New York,108721,0,108721
"Warnock, Raphael",(D),Wilmerhale Llp,108094,0,108094
"Warnock, Raphael",(D),"City of New York, NY",102572,0,102572
"Warnock, Raphael",(D),US Dept of Veterans Affairs,101760,0,101760
"Warnock, Raphael",(D),University of Michigan,101316,0,101316
"Warnock, Raphael",(D),Massachusetts Institute of Technology,99346,0,99346
"Warnock, Raphael",(D),US Dept of State,90453,0,90453
"Warnock, Raphael",(D),Delta Air Lines,90036,0,90036
"Warnock, Raphael",(D),Capital Group Companies,90017,0,90017
"Warnock, Raphael",(D),Yale University,88566,0,88566
"Warnock, Raphael",(D),Oracle Corp,88440,0,88440
"Warnock, Raphael",(D),Mass General Brigham,88272,0,88272
"Warnock, Raphael",(D),New York University,86669,0,86669
"Warnock, Raphael",(D),US Dept of Defense,86592,0,86592
"Warnock, Raphael",(D),"Lieff, Cabraser et al",86062,0,86062
"Warnock, Raphael",(D),Duke University,82934,0,82934
"Warnock, Raphael",(D),Greenberg Traurig LLP,79916,5000,74916
"Warnock, Raphael",(D),Johns Hopkins University,78951,0,78951
"Warnock, Raphael",(D),University of Georgia,77840,0,77840
"Warnock, Raphael",(D),State University of New York,76269,0,76269
"Warnock, Raphael",(D),University of Texas,75925,0,75925
"Warnock, Raphael",(D),Blue Cross/Blue Shield,75534,0,75534
"Warnock, Raphael",(D),University of North Carolina,73216,0,73216
"Warnock, Raphael",(D),Wells Fargo,71361,0,71361
"Warnock, Raphael",(D),Kirkland & Ellis,70692,0,70692
"Warnock, Raphael",(D),Motley Rice LLC,70548,0,70548
"Warnock, Raphael",(D),Boeing Co,69751,0,69751
"Warnock, Raphael",(D),New Hampshire Georgia Victory Fund,69560,0,69560
"Warnock, Raphael",(D),Cornell University,67520,0,67520
"Warnock, Raphael",(D),California State University,66914,0,66914
"Warnock, Raphael",(D),University of Pennsylvania,66619,0,66619
"Warnock, Raphael",(D),JPMorgan Chase & Co,66182,0,66182
"Warnock, Raphael",(D),NVIDIA Corp,65219,0,65219
"Warnock, Raphael",(D),State of New York,64800,0,64800
"Warnock, Raphael",(D),US Dept of Energy,64247,0,64247
"Warnock, Raphael",(D),University of Chicago,63648,0,63648
"Warnock, Raphael",(D),King & Spalding,63582,2500,61082
"Warnock, Raphael",(D),Troutman Pepper,63579,0,63579
"Warnock, Raphael",(D),"Akin, Gump et al",63266,5000,58266
"Warnock, Raphael",(D),Rutgers University,62322,0,62322
"Warnock, Raphael",(D),University of Wisconsin,62216,0,62216
"Warnock, Raphael",(D),US Postal Service,62189,0,62189
"Warnock, Raphael",(D),University of Illinois,61941,0,61941
"Warnock, Raphael",(D),US Army,61099,0,61099
"Warnock, Raphael",(D),University of Southern California,59234,0,59234
"Warnock, Raphael",(D),Northwestern University,59004,0,59004
"Warnock, Raphael",(D),Georgetown University,57870,0,57870
"Warnock, Raphael",(D),Deloitte LLP,55829,0,55829
"Warnock, Raphael",(D),Boston University,55366,0,55366
"Warnock, Raphael",(D),National Amusements Inc,54752,0,54752
"Warnock, Raphael",(D),UnitedHealth Group,54654,0,54654
"Warnock, Raphael",(D),University of Minnesota,54117,0,54117
"Warnock, Raphael",(D),Sidley Austin LLP,52999,0,52999
"Warnock, Raphael",(D),Georgia Tech,51451,0,51451
"Warnock, Raphael",(D),Democratic Senatorial Campaign Cmte,51450,51200,250
"Warnock, Raphael",(D),Northrop Grumman,50472,0,50472
"Warnock, Raphael",(D),University of Colorado,50248,0,50248
"Warnock, Raphael",(D),Salesforce.com,50244,0,50244
"Warnock, Raphael",(D),"Simpson, Thacher & Bartlett",50151,0,50151
"Warnock, Raphael",(D),Accenture,50069,0,50069
"Warnock, Raphael",(D),"City & County of San Francisco, CA",50065,0,50065
"Warnock, Raphael",(D),AT&T Inc,49515,0,49515
"Warnock, Raphael",(D),Dentons,49379,0,49379
"Warnock, Raphael",(D),Latham & Watkins,48821,0,48821
"Warnock, Raphael",(D),Lockheed Martin,48563,0,48563
"Warnock, Raphael",(D),Bank of America,48150,0,48150
"Warnock, Raphael",(D),US Dept of Commerce,48097,0,48097
"Warnock, Raphael",(D),League of Conservation Voters,47239,9575,37664
"Warnock, Raphael",(D),NARAL Pro-Choice America,47208,15000,32208
"Warnock, Raphael",(D),Blackstone Group,46910,0,46910
"Warnock, Raphael",(D),US Environmental Protection Agency,46882,0,46882
"Warnock, Raphael",(D),Tufts University,46563,0,46563
"Warnock, Raphael",(D),Goldman Sachs,46350,0,46350
"Warnock, Raphael",(D),Cox Enterprises,46157,0,46157
"Warnock, Raphael",(D),US Navy,45624,0,45624
"Warnock, Raphael",(D),Home Depot,44100,0,44100
"Warnock, Raphael",(D),BlackRock Inc,43165,0,43165
"Warren, Elizabeth",(D),Emily's List,128682,5000,123682
"Warren, Elizabeth",(D),Harvard University,126214,0,126214
"Warren, Elizabeth",(D),University of California,113819,0,113819
"Warren, Elizabeth",(D),Womencount PAC,109512,3005,106507
"Warren, Elizabeth",(D),Alphabet Inc,66822,0,66822
"Warren, Elizabeth",(D),Massachusetts Institute of Technology,63057,0,63057
"Warren, Elizabeth",(D),Brown Rudnick LLP,60275,5000,55275
"Warren, Elizabeth",(D),University of Massachusetts,59145,0,59145
"Warren, Elizabeth",(D),Stanford University,48985,0,48985
"Warren, Elizabeth",(D),Boston University,44946,0,44946
"Warren, Elizabeth",(D),Mass General Brigham,44609,0,44609
"Warren, Elizabeth",(D),"Lieff, Cabraser et al",38500,0,38500
"Warren, Elizabeth",(D),Warner Brothers Discovery,37548,0,37548
"Warren, Elizabeth",(D),League of Conservation Voters,34235,31,34204
"Warren, Elizabeth",(D),City University of New York,33720,0,33720
"Warren, Elizabeth",(D),Democracy Engine,33426,0,33426
"Warren, Elizabeth",(D),University of Texas,32780,0,32780
"Warren, Elizabeth",(D),Commonwealth of Massachusetts,32056,0,32056
"Warren, Elizabeth",(D),Microsoft Corp,30659,0,30659
"Warren, Elizabeth",(D),University of Michigan,30262,0,30262
"Warren, Elizabeth",(D),State of California,30065,0,30065
"Warren, Elizabeth",(D),Comcast Corp,29639,0,29639
"Warren, Elizabeth",(D),Apple Inc,29517,0,29517
"Warren, Elizabeth",(D),University of Washington,28781,0,28781
"Warren, Elizabeth",(D),Berger & Montague,27291,0,27291
"Warren, Elizabeth",(D),Kaiser Permanente,26154,0,26154
"Warren, Elizabeth",(D),Yelp Inc,25970,0,25970
"Warren, Elizabeth",(D),Salesforce.Com,25472,0,25472
"Warren, Elizabeth",(D),Morgan Stanley,24767,0,24767
"Warren, Elizabeth",(D),Walt Disney Co,24557,0,24557
"Warren, Elizabeth",(D),Amazon.com,24420,0,24420
"Warren, Elizabeth",(D),California State University,24384,0,24384
"Warren, Elizabeth",(D),"Cotchett, Pitre & McCarthy",23900,0,23900
"Warren, Elizabeth",(D),Goulston & Storrs,23725,0,23725
"Warren, Elizabeth",(D),Blue Cross/Blue Shield,23451,0,23451
"Warren, Elizabeth",(D),IBM Corp,22967,0,22967
"Warren, Elizabeth",(D),University of Pennsylvania,22871,0,22871
"Warren, Elizabeth",(D),Baron & Budd,22525,0,22525
"Warren, Elizabeth",(D),Blue Haven Initiative,22400,0,22400
"Warren, Elizabeth",(D),Smith College,22173,0,22173
"Warren, Elizabeth",(D),Moveon.org,21939,5000,16939
"Warren, Elizabeth",(D),State University of New York,21912,0,21912
"Warren, Elizabeth",(D),Northeastern University,21620,0,21620
"Warren, Elizabeth",(D),Tufts University,20737,0,20737
"Warren, Elizabeth",(D),"City of New York, NY",20678,0,20678
"Warren, Elizabeth",(D),"Kazan, McClain et al",20230,0,20230
"Warren, Elizabeth",(D),Impact (Schumer),20000,20000,0
"Warren, Elizabeth",(D),Social Security Administration,19568,0,19568
"Warren, Elizabeth",(D),Amblin Partners,19116,0,19116
"Warren, Elizabeth",(D),Bain Capital,18839,0,18839
"Warren, Elizabeth",(D),US Government,18200,0,18200
"Warren, Elizabeth",(D),Columbia University,18016,0,18016
"Warren, Elizabeth",(D),National Education Assn,17460,10000,7460
"Warren, Elizabeth",(D),New York University,17243,0,17243
"Warren, Elizabeth",(D),J Street,17206,0,17206
"Warren, Elizabeth",(D),"Waters, Kraus & Paul",17200,0,17200
"Warren, Elizabeth",(D),US Dept of Veterans Affairs,17176,0,17176
"Warren, Elizabeth",(D),National Amusements Inc,16866,0,16866
"Warren, Elizabeth",(D),Yale University,16707,0,16707
"Warren, Elizabeth",(D),Johns Hopkins University,16589,0,16589
"Warren, Elizabeth",(D),Renaissance Technologies,16225,0,16225
"Warren, Elizabeth",(D),Ziffren Brittenham LLP,16200,0,16200
"Warren, Elizabeth",(D),University of Minnesota,16105,0,16105
"Warren, Elizabeth",(D),US Dept of Health & Human Services,15817,0,15817
"Warren, Elizabeth",(D),Anywhere Real Estate,15411,0,15411
"Warren, Elizabeth",(D),AT&T Inc,15325,0,15325
"Warren, Elizabeth",(D),Creative Artists Agency,15036,0,15036
"Warren, Elizabeth",(D),Lowenstein Sandler Llp,14335,0,14335
"Warren, Elizabeth",(D),Cornell University,14138,0,14138
"Warren, Elizabeth",(D),Cisco Systems,14018,0,14018
"Warren, Elizabeth",(D),University of Wisconsin,13873,0,13873
"Warren, Elizabeth",(D),US Postal Service,13665,0,13665
"Warren, Elizabeth",(D),Siemens AG,13601,0,13601
"Warren, Elizabeth",(D),Triumvirate Environmental,13600,0,13600
"Warren, Elizabeth",(D),New Boston Ventures,13500,0,13500
"Warren, Elizabeth",(D),Intel Corp,13458,0,13458
"Warren, Elizabeth",(D),University of Connecticut,13174,0,13174
"Warren, Elizabeth",(D),Service Employees International Union,13157,5000,8157
"Warren, Elizabeth",(D),Bayer AG,13033,0,13033
"Warren, Elizabeth",(D),University of North Carolina,12983,0,12983
"Warren, Elizabeth",(D),Oracle Corp,12952,0,12952
"Warren, Elizabeth",(D),Beth Israel Lahey Health,12906,0,12906
"Warren, Elizabeth",(D),Amtrak,12835,0,12835
"Warren, Elizabeth",(D),University of Illinois,12612,0,12612
"Warren, Elizabeth",(D),Alsop Louie Partners,12400,0,12400
"Warren, Elizabeth",(D),Northwestern University,12369,0,12369
"Warren, Elizabeth",(D),Planned Parenthood,12260,7,12253
"Warren, Elizabeth",(D),Analysis Group,12180,0,12180
"Warren, Elizabeth",(D),"City & County of San Francisco, CA",12142,0,12142
"Warren, Elizabeth",(D),"Kemnitzer, Barron & Krieg",11800,0,11800
"Warren, Elizabeth",(D),"Panish, Shea & Boyle",11800,0,11800
"Warren, Elizabeth",(D),Power Rogers LLP,11800,0,11800
"Warren, Elizabeth",(D),Vanderbilt University,11678,0,11678
"Warren, Elizabeth",(D),Michigan State University,11561,0,11561
"Warren, Elizabeth",(D),University of Maryland,11485,0,11485
"Warren, Elizabeth",(D),Heising-Simons Foundation,11200,0,11200
"Warren, Elizabeth",(D),State of New York,11049,0,11049
"Warren, Elizabeth",(D),Elevation Partners,11000,0,11000
"Warren, Elizabeth",(D),Ischemix,11000,0,11000
"Warren, Elizabeth",(D),Lichten & Liss-Riordan,11000,0,11000
"Whitehouse, Sheldon",(D),League of Conservation Voters,190261,21812,168449
"Whitehouse, Sheldon",(D),Democracy Engine,83038,0,83038
"Whitehouse, Sheldon",(D),Technology Crossover Ventures,51200,0,51200
"Whitehouse, Sheldon",(D),Aloha Partners,47900,0,47900
"Whitehouse, Sheldon",(D),American Assn for Justice,42500,40000,2500
"Whitehouse, Sheldon",(D),International Brotherhood of Electrical Workers,42265,38400,3865
